"tags","article_url","sender","timestamp","instance_id","subject","id","top_sentence_"
"['trump' 'us appeals court rejects' 'bid' 'administration request' 'reinstate travel ban']","http://www.bbc.co.uk/news/world-us-canada-38872680#sa-ns_mchannel=email&ns_source=inxmail_newsletter&ns_campaign=news_bbc%20news_email%20sent%20050220170906&ns_linkname=alert%20image-sa%22","BBC","2017-02-05T04:10:48-05:00","","Trump bid to reinstate travel ban fails","5896ec2bcd4d744155000001","Trump bid to reinstate travel ban fails US appeals court rejects Trump administration request to immediately reinstate travel ban."
"['presidency' 'outspoken putin' 'critic' '2018' russian opposition leader 'guilty 'alexei navalny']","http://www.bbc.co.uk/news/world-europe-38905120#sa-ns_mchannel=email&ns_source=inxmail_newsletter&ns_campaign=news_bbc%20news_email%20sent%20080220171053&ns_linkname=alert%20image-sa%22","BBC","2017-02-08T05:58:47-05:00","","Russian opposition leader 'guilty'","589af9f3cd4d744155000054","Russian opposition leader 'guilty' Outspoken Putin critic Alexei Navalny is likely to be barred from running for the presidency in 2018."
"['soldiers president' 'syria' 'russian air strike' 'turkey' 'kills' 'three' 'putin' 'soldiers' 'apologises' 'russian air strike kills' 'turkish soldiers']","http://www.bbc.co.uk/news/world-middle-east-38919426#sa-ns_mchannel=email&ns_source=inxmail_newsletter&ns_campaign=news_bbc%20news_email%20sent%20090220171508&ns_linkname=alert%20image-sa%22","BBC","2017-02-09T10:16:08-05:00","","Russian air strike kills Turkey soldiers","589c87d0cd4d74221a000002","Russian air strike kills Turkey soldiers President Putin apologises after Russian air strike accidentally kills three Turkish soldiers in Syria Turkey says."
"['white house' 'adviser' 'quits role' 'us media' 'contact' 'quits' 'senior trump' 'russia' 'flynn' 'michael flynn' 'national security adviser' 'scandal']","http://www.bbc.co.uk/news/world-us-canada-38965557#sa-ns_mchannel=email&ns_source=inxmail_newsletter&ns_campaign=news_bbc%20news_email%20sent%20140220170411&ns_linkname=alert%20image-sa%22","BBC","2017-02-13T23:22:04-05:00","","Senior Trump adviser Flynn 'quits role'","58a285f4cd4d74221a000093","Senior Trump adviser Flynn 'quits role' White House national security adviser Michael Flynn quits amid scandal over contact with Russia - US media."
"['huge losses loom' 'electronics' 'multi-billion dollar loss' 'toshiba' 'chief quits' 'chairman' 'giant warns']","http://www.bbc.co.uk/news/business-38965380#sa-ns_mchannel=email&ns_source=inxmail_newsletter&ns_campaign=news_bbc%20news_email%20sent%20140220170902&ns_linkname=alert%20image-sa%22","BBC","2017-02-14T04:10:33-05:00","","Toshiba chief quits as huge losses loom","58a2c9a8cd4d74221a000097","Toshiba chief quits as huge losses loom Toshiba chairman to step down after Japanese electronics giant warns of multi-billion dollar loss."
"['kim jong-nam' 'brother' 'kuala lumpur' 'malaysian pm' 'korean' brother 'killed]","http://www.bbc.co.uk/news/world-asia-38971655#sa-ns_mchannel=email&ns_source=inxmail_newsletter&ns_campaign=news_bbc%20news_email%20sent%20140220171336&ns_linkname=alert%20image-sa%22","BBC","2017-02-14T08:40:42-05:00","","North Korean leader's brother 'killed'","58a308f2cd4d74221a00009d","North Korean leader's brother 'killed' North Korean leader's brother Kim Jong-nam confirmed killed in Kuala Lumpur source close to Malaysian PM tells BBC."
"['mark zuckerberg' 'globalisation' 'tide' 'chief' 'facebook' 'action' 'concern' 'turning' 'global call']","http://www.bbc.co.uk/news/business-38998884#sa-ns_mchannel=email&ns_source=inxmail_newsletter&ns_campaign=news_bbc%20news_email%20sent%20160220172103&ns_linkname=alert%20image-sa%22","BBC","2017-02-16T16:16:42-05:00","","Facebook chief in global call to action","58a616d9cd4d74221a000118","Facebook chief in global call to action Facebook chief Mark Zuckerberg tells BBC of concern that tide may be turning against globalisation."
"['unwavering' 'mike pence' 'support' 'commitment' 'pence' 'nato' 'european leaders' us 'unwavering 'us' 'alliance vice-president']","http://www.bbc.co.uk/news/world-europe-39014640#sa-ns_mchannel=email&ns_source=inxmail_newsletter&ns_campaign=news_bbc%20news_email%20sent%20180220170857&ns_linkname=alert%20image-sa%22","BBC","2017-02-18T04:04:31-05:00","","US 'unwavering' in Nato support - Pence","58a80e29cd4d74221a00013e","US 'unwavering' in Nato support - Pence US will be unwavering in its commitment to Nato alliance Vice-President Mike Pence tells European leaders."
"['amicably agrees' 'takeover bid us food' 'drops' 'firm' 'takeover bid' '143bn takeover' 'anglo-dutch' 'kraft heinz' 'unilever']","http://www.bbc.co.uk/news/business-39022692#sa-ns_mchannel=email&ns_source=inxmail_newsletter&ns_campaign=news_bbc%20news_email%20sent%20190220171753&ns_linkname=alert%20image-sa%22","BBC","2017-02-19T12:58:33-05:00","","Kraft Heinz drops Unilever takeover bid","58a9dcdecd4d74221a00015a","Kraft Heinz drops Unilever takeover bid US food giant Kraft Heinz amicably agrees to withdraw plans for $143bn takeover of Anglo-Dutch firm Unilever."
"['reporter' 'airport' 'mosul' 'four-hour battle' 'security forces' 'islamic' 'is iraqi' 'forces' 'iraq']","http://www.bbc.co.uk/news/world-middle-east-39061811#sa-ns_mchannel=email&ns_source=inxmail_newsletter&ns_campaign=news_bbc%20news_email%20sent%20230220171059&ns_linkname=alert%20image-sa%22","BBC","2017-02-23T06:01:47-05:00","","Iraq forces seize Mosul airport from IS","58aec129cd4d74221a0001ad","Iraq forces seize Mosul airport from IS Iraqi security forces capture Mosul airport after a four-hour battle with so-called Islamic State - BBC reporter."
"['trump' 'us president' 'donald trump' 'lays' '9' '2016' '54bn £43bn increase']","http://www.bbc.co.uk/news/world-us-canada-39108194#sa-ns_mchannel=email&ns_source=inxmail_newsletter&ns_campaign=news_bbc%20news_email%20sent%20270220171542&ns_linkname=alert%20image-sa%22","BBC","2017-02-27T10:47:38-05:00","","Trump lays out hike in military spending","58b44a2acd4d74221a00022a","Trump lays out hike in military spending US President Donald Trump proposes a $54bn (£43bn) increase in military spending - a rise of about 9% on 2016."
"['chemical weapons' 'sanctions' 'veto' 'impose un sanctions' 'china' 'syria' 'new western attempt' 'russia']","http://www.bbc.co.uk/news/world-middle-east-39116854#sa-ns_mchannel=email&ns_source=inxmail_newsletter&ns_campaign=news_bbc%20news_email%20sent%20280220171704&ns_linkname=alert%20image-sa%22","BBC","2017-02-28T12:08:19-05:00","","Russia and China veto Syria sanctions","58b5ae8dcd4d746e65000009","Russia and China veto Syria sanctions Russia and China veto new western attempt to impose UN sanctions on Syria over alleged use of chemical weapons."
"['fbi inquiry' 'us attorney' 'steps' 'us election' 'jeff sessions' 'russia' 'sessions']","http://www.bbc.co.uk/news/world-us-canada-39148114#sa-ns_mchannel=email&ns_source=inxmail_newsletter&ns_campaign=news_bbc%20news_email%20sent%20020320172116&ns_linkname=alert%20image-sa%22","BBC","2017-03-02T16:28:11-05:00","","Sessions steps aside from Russia probe","58b88e85cd4d746e6500008f","Sessions steps aside from Russia probe US Attorney General Jeff Sessions to step aside from FBI inquiry into alleged Russian meddling in US election."
"['spokesman' 'people killed' 'is kabul' '30 killed' 'military hospital' 'islamic' 'thirty' '50' 'kabul' 'state attack' 'hospital attack']","http://www.bbc.co.uk/news/world-asia-39202525#sa-ns_mchannel=email&ns_source=inxmail_newsletter&ns_campaign=news_bbc%20news_email%20sent%20080320171214&ns_linkname=alert%20image-sa%22","BBC","2017-03-08T07:22:53-05:00","","'30 killed' in IS Kabul hospital attack","58bff7bacd4d740bd3000069","'30 killed' in IS Kabul hospital attack Thirty people killed more than 50 wounded in so-called Islamic State attack on Kabul military hospital - spokesman."
"['2018' 'independence referendum' 'permission' 'scotland' 'sturgeon' 'nicola sturgeon' 'minister' '2019']","http://www.bbc.co.uk/news/live/uk-scotland-scotland-politics-39255256#sa-ns_mchannel=email&ns_source=inxmail_newsletter&ns_campaign=news_bbc%20news_email%20sent%20130320171147&ns_linkname=alert%20image-sa%22","BBC","2017-03-13T07:51:28-04:00","","Sturgeon to seek independence referendum","58c687c3cd4d740bd30000cc","Sturgeon to seek independence referendum Scotland First Minister Nicola Sturgeon to seek permission for independence referendum in 2018 or 2019."
"['effect' 'hawaii' 'travel ban' 'blocks us president' 'trump' 'new travel ban' 'us judge blocks' 'federal judge' trump's]","http://www.bbc.co.uk/news/world-us-canada-39287656#sa-ns_mchannel=email&ns_source=inxmail_newsletter&ns_campaign=news_bbc%20news_email%20sent%20150320172259&ns_linkname=alert%20image-sa%22","BBC","2017-03-15T19:05:41-04:00","","US judge blocks new Trump travel ban","58c9c8e7cd4d740bd3000125","US judge blocks new Trump travel ban Federal judge in Hawaii blocks US President Trump's new travel ban which was due to take effect on Thursday."
"['n korea' 'elevates weapons programme threat us secretary' 'military action an option' 'us speaks' 'korea' 'military option' 'state says']","http://www.bbc.co.uk/news/world-asia-39301842#sa-ns_mchannel=email&ns_source=inxmail_newsletter&ns_campaign=news_bbc%20news_email%20sent%20170320170858&ns_linkname=alert%20image-sa%22","BBC","2017-03-17T05:03:09-04:00","","US speaks of N Korea military option","58cba64fcd4d740bd3000158","US speaks of N Korea military option Military action an option against North Korea if it elevates weapons programme threat US secretary of state says."
"['paris orly' soldier's gun 'attacker' 'airport' 'french media' 'shot dead officials']","http://www.bbc.co.uk/news/world-europe-39314250#sa-ns_mchannel=email&ns_source=inxmail_newsletter&ns_campaign=news_bbc%20news_email%20sent%20180320170831&ns_linkname=alert%20image-sa%22","BBC","2017-03-18T04:39:34-04:00","","Attacker killed at Paris Orly airport","58ccf253cd4d740bd3000179","Attacker killed at Paris Orly airport The attacker seized a soldier's gun before being shot dead officials tell French media."
"['march uk pm theresa may' '29' '50' 'trigger' 'article' 'brexit' 'process']","http://www.bbc.co.uk/news/uk-politics-39325561#sa-ns_mchannel=email&ns_source=inxmail_newsletter&ns_campaign=news_bbc%20news_email%20sent%20200320171135&ns_linkname=alert%20image-sa%22","BBC","2017-03-20T07:46:36-04:00","","May to trigger Brexit on 29 March","58cfc128cd4d740bd30001a2","May to trigger Brexit on 29 March UK PM Theresa May is to trigger Article 50 on Wednesday 29 March formally starting the Brexit process."
"['66' 'minister' ireland's sinn fein's martin mcguinness]","http://www.bbc.co.uk/news/uk-northern-ireland-39185899#sa-ns_mchannel=email&ns_source=inxmail_newsletter&ns_campaign=news_bbc%20news_email%20sent%20210320170615&ns_linkname=alert%20image-sa%22","BBC","2017-03-21T02:30:25-04:00","","Sinn Féin's Martin McGuinness dies","58d0c88acd4d740bd30001d0","Sinn Féin's Martin McGuinness dies Sinn Féin's Martin McGuinness Northern Ireland's former deputy first minister has died aged 66."
"['palace' 'lockdown' 'westminster' 'shots' 'parliament reports' 'uk parliament' 'parliament' 'uk']","http://www.bbc.co.uk/news/uk-39355940#sa-ns_mchannel=email&ns_source=inxmail_newsletter&ns_campaign=news_bbc%20news_email%20sent%20220320171449&ns_linkname=alert%20image-sa%22","BBC","2017-03-22T10:56:06-04:00","","Reports of shots outside UK Parliament","58d2908ecd4d740bd30001fe","Reports of shots outside UK Parliament Reports of shots fired outside UK Parliament Palace of Westminster reportedly in lockdown."
"['parliament' 'parliament police' 'terrorist incident' 'continuing' 'attack' 'uk' 'otherwise']","http://www.bbc.co.uk/news/live/uk-39355505#sa-ns_mchannel=email&ns_source=inxmail_newsletter&ns_campaign=news_bbc%20news_email%20sent%20220320171535&ns_linkname=alert%20image-sa%22","BBC","2017-03-22T11:51:19-04:00","","Parliament police alert","58d29d96cd4d740bd300020b","Parliament police alert Police say attack at UK Parliament being treated as terrorist incident until we know otherwise."
"['westminster bridge woman' 'incident' 'catastrophic injuries' 'others hurt' 'hospital' 'westminster bridge' 'number' 'one']","http://www.bbc.co.uk/news/live/uk-39355505#sa-ns_mchannel=email&ns_source=inxmail_newsletter&ns_campaign=news_bbc%20news_email%20sent%20220320171613&ns_linkname=alert%20image-sa%22","BBC","2017-03-22T12:22:21-04:00","","One dead and several injured on Westminster Bridge","58d2a4d5cd4d740bd300020c","One dead and several injured on Westminster Bridge Woman dies and number of others hurt some with catastrophic injuries after Westminster Bridge incident says hospital."
"['updates' 'minister' 'mouth-to-mouth resuscitation' 'westminster' 'parliament attack' 'officer' 'uk' 'attack' 'scene']","http://www.bbc.co.uk/news/live/uk-39355505#sa-ns_mchannel=email&ns_source=inxmail_newsletter&ns_campaign=news_bbc%20news_email%20sent%20220320171730&ns_linkname=alert%20image-sa%22","BBC","2017-03-22T13:46:17-04:00","","Westminster attack - latest updates","58d2b87ccd4d740bd3000217","Westminster attack - latest updates Police officer stabbed in UK Parliament attack died at scene says minister who gave mouth-to-mouth resuscitation."
"['seven' 'dead police say' 'westminster' 'arrests' 'attack' 'five' 'raids']","http://www.bbc.co.uk/news/uk-39363297#sa-ns_mchannel=email&ns_source=inxmail_newsletter&ns_campaign=news_bbc%20news_email%20sent%20230320170747&ns_linkname=alert%20image-sa%22","BBC","2017-03-23T03:56:23-04:00","","Seven held after Westminster attack","58d37fbccd4d740bd3000239","Seven held after Westminster attack Seven arrests made in raids following Westminster attack that left five dead police say."
"['london' 'updates' 'mi5' 'suspected westminster' 'british-born' 'extremism fears' 'attacker' 'attack']","http://www.bbc.co.uk/news/live/uk-39355505#sa-ns_mchannel=email&ns_source=inxmail_newsletter&ns_campaign=news_bbc%20news_email%20sent%20230320171041&ns_linkname=alert%20image-sa%22","BBC","2017-03-23T06:44:58-04:00","","London attack - latest updates","58d3a74acd4d746772000001","London attack - latest updates Suspected Westminster attacker was British-born and had once been investigated by MI5 over extremism fears."
"['khalid masood' '52' 'westminster' 'attacker' 'attack' 'police name' 'name man']","http://www.bbc.co.uk/news/uk-39372154#sa-ns_mchannel=email&ns_source=inxmail_newsletter&ns_campaign=news_bbc%20news_email%20sent%20230320171532&ns_linkname=alert%20image-sa%22","BBC","2017-03-23T11:45:58-04:00","","Police name Westminster attacker","58d3edcecd4d74677200001e","Police name Westminster attacker Police name man believed to be responsible for Westminster attack as Khalid Masood 52."
"['london' '75-year-old man' 'attack death toll rises' 'attacks' 'westminster' 'person' 'five']","http://www.bbc.co.uk/news/uk-39372154#sa-ns_mchannel=email&ns_source=inxmail_newsletter&ns_campaign=news_bbc%20news_email%20sent%20230320172118&ns_linkname=alert%20image-sa%22","BBC","2017-03-23T17:23:06-04:00","","London attack death toll rises to five","58d43cd4cd4d746772000038","London attack death toll rises to five A 75-year-old man has become the fifth person to die following the attacks in Westminster Metropolitan Police say."
"['attacker' 'attack' 'london' 'metropolitan police say' 'alone' 'intelligence' 'actions']","http://www.bbc.co.uk/news/uk-39396101#sa-ns_mchannel=email&ns_source=inxmail_newsletter&ns_campaign=news_bbc%20news_email%20sent%20250320172245&ns_linkname=alert%20image-sa%22","BBC","2017-03-25T18:57:17-04:00","","London attacker acted alone say police","58d6f5d7cd4d746772000088","London attacker acted alone say police There is no intelligence to suggest further actions are planned following the London attack Metropolitan police say."
"[uk's 'european council president' '50' 'exit' 'letter' 'eu' 'article' 'donald tusk' 'historic article']","http://www.bbc.co.uk/news/live/uk-politics-39424391#sa-ns_mchannel=email&ns_source=inxmail_newsletter&ns_campaign=news_bbc%20news_email%20sent%20290320171127&ns_linkname=alert%20image-sa%22","BBC","2017-03-29T07:37:33-04:00","","Historic Article 50 letter delivered","58db9c8ccd4d745b2e000027","Historic Article 50 letter delivered Article 50 triggered as UK's letter formally starting its exit from EU is delivered to European Council president Donald Tusk."
"['separation deal' 'uk' 'eu' 'brexit' 'sufficient progress' 'strategy']","http://www.bbc.co.uk/news/world-europe-39453338#sa-ns_mchannel=email&ns_source=inxmail_newsletter&ns_campaign=news_bbc%20news_email%20sent%20310320170753&ns_linkname=alert%20image-sa%22","BBC","2017-03-31T04:06:54-04:00","","EU sets out Brexit negotiating strategy","58de0e2dcd4d745b2e00007f","EU sets out Brexit negotiating strategy EU sets out Brexit strategy suggesting UK trade talks could begin once sufficient progress made on separation deal."
"['news stories' 'news email alerts' 'communicate' 'careful review' '7' 'date' 'news emails' 'bbc breaking' 'news email newsletters' 'important notice' 'email']","https://ssl.bbc.co.uk/newsletters/worldservice","BBC","2017-03-31T06:17:44-04:00","","Important notice about Breaking News emails","58de2cdecd4d745b2e000082","BBC Breaking News email alerts will cease on Friday 7 April After a careful review of how we communicate our breaking news stories we have decided to stop sending alerts by email."
"['communicate' '7' 'date' 'reminder' 'email' 'news stories' 'news email alerts' 'news email service closes' 'news email newsletters' 'bbc breaking' 'careful review']","https://ssl.bbc.co.uk/newsletters/worldservice","BBC","2017-04-07T06:42:23-04:00","","Reminder: the BBC Breaking News email service closes today","58e76d29cd4d745b2e000175","BBC Breaking News email alerts will cease today After a careful review of how we communicate our breaking news stories we have decided to stop sending alerts by email."
"['world-class' 'journalists' 'goodbyes...' 'countries' 'current affairs' 'international broadcaster look' 'global news' 'bbc news' 'comprehensive summary' 'impartial news' 'one' 'remind' 'updates' 'news –' 'goodbye' 'day’s' 'date' 'news email newsletters']","https://ssl.bbc.co.uk/newsletters/worldservice","BBC","2017-04-24T13:19:34-04:00","","We hate goodbyes...","58fe33c7cd4d740595000182","Before you say goodbye forever to updates from BBC News we wanted to check in one last time to remind you of how you can stay up to date with these BBC News email newsletters: BBC News – Get a comprehensive summary of the day’s global news and current affairs every morning."
"['orlando' 'displaying' 'email' 's.f.' 'wife' 'massacre shooter']","http://www.cbsnews.com/news/noor-salman-wife-of-orlando-massacre-shooter-omar-mateen-arrested-san-francisco/","CBS","2017-01-16T11:55:29-05:00","","Wife of Orlando massacre shooter arrested in S.F.","587cfb13cd4d746aac000002","Wife of Orlando massacre shooter arrested in S.F."
"['nightclub attacker caught officials' 'displaying' 'email' 'istanbul']","http://www.cbsnews.com/news/gunman-from-turkish-new-years-eve-nightclub-massacre-caught-prime-minister-says/","CBS","2017-01-17T03:21:24-05:00","","Istanbul nightclub attacker caught officials say","587dd415cd4d746aac000028","Email Not Displaying."
"['chelsea manning' 'commutes sentence' 'displaying' 'email' 'obama']","http://www.cbsnews.com/news/chelsea-manning-president-obama-commutes-sentence-freed/","CBS","2017-01-17T16:38:34-05:00","","Obama commutes sentence of Chelsea Manning","587e8ee5cd4d746aac000053","Obama commutes sentence of Chelsea Manning"
