"instance_id","article_url","timestamp","subject","id","top_sentence","sender","tags_"
"","https://www.washingtonpost.com/politics/inside-trumps-climate-decision-after-fiery-debate-he-stayed-where-hes-always-been/2017/06/01/e4acb27e-46db-11e7-bcde-624ad94170ab_story.html","2017-06-02T07:25:06-04:00","Trending Now: Inside Trump’s decision to withdraw from the Paris climate deal: How efforts to dissuade him actually backfired","59314b1ecd4d74470a000065","Trending Now: Inside Trump’s decision to withdraw from the Paris climate deal: How efforts to dissuade him actually backfired","The Washington Post","['trump’s' 'argued' 'world stage' 'trump' 'house' 'democracy dies' 'decided' 'accord' 'paris' 'president’s family' 'dissuade' 'efforts' 'decision' 'impact' 'business community' 'trending now' 'climate deal' 'factions' 'darkness trending now']"
"","https://www.washingtonpost.com/news/wonk/wp/2017/06/01/what-to-watch-for-in-the-may-jobs-report/","2017-06-02T08:37:17-04:00","News Alert: U.S. job market falters in May adding just 138000 jobs","59315c1ecd4d74470a00006a","Job growth in the United States fell short of economists’ expectations in May while the unemployment rate ticked down to 4.3 percent federal economists report. ","The Washington Post","['united states' 'interest rates' 'jobs' 'efforts' 'democracy dies' 'stimulate' 'unemployment rate' 'traders' 'recent months' 'job market falters' 'negative news' 'darkness' 'job market' 'alert u.s.' 'central bank eases' 'federal reserve' '4.3' '138000' 'economy' 'growth' 'federal economists report' 'economists’ expectations' 'fed' 'job']"
"","http://www.washingtonpost.com/sf/local/2017/06/02/generations-disabled/","2017-06-02T12:50:43-04:00","Special Report: One family. Four generations of disability benefits. Will it continue?","59319782cd4d74470a000076","Talk of medications of diagnoses of monthly checks that never seem to cover every need — these are the constants in households like this one composed of multiple generations of people living on disability. ","The Washington Post","['households' 'monthly checks' 'such families' 'generations' 'disability' 'diagnoses' 'medications' 'rural communities' 'family' 'multiple generations' 'little-studied' 'continue' 'four' 'darkness' 'constants' 'need —' 'one' 'democracy dies' 'decades-long surge' 'unreported' 'disability benefits']"
"","https://www.washingtonpost.com/world/police-declare-major-incident-on-london-bridge-after-van-reported-to-hit-pedestrians/2017/06/03/6d1854c0-48a7-11e7-8de1-cec59a9bf4b1_story.html","2017-06-03T19:38:10-04:00","News Alert: British police say at least one person is dead after incidents at London Bridge two other sites","5933487dcd4d74470a000095","London’s Metropolitan Police also confirmed a second incident at Borough Market an area packed with popular restaurants that is located  just south of the bridge. ","The Washington Post","['injuries' 'van' 'london’s' 'incidents' 'multiple' 'incident' 'person' 'knife attack' 'potential incident' 'vauxhall' 'one' 'mile' 'area' 'borough market' 'british police' 'popular restaurants' 'scene' 'bridge' 'officers' 'sites' 'london bridge' 'pedestrians']"
"","https://www.washingtonpost.com/world/police-declare-major-incident-on-london-bridge-after-van-reported-to-hit-pedestrians/2017/06/03/6d1854c0-48a7-11e7-8de1-cec59a9bf4b1_story.html","2017-06-03T23:10:16-04:00","News Alert: British police say six people killed in terrorist attack on London Bridge at market","59337a1fcd4d74470a0000a2","News Alert: British police say six people killed in terrorist attack on London Bridge at market","The Washington Post","['terrorist attack' 'darkness' 'six' 'london bridge' 'three' 'democracy dies' 'injured' 'attackers' 'officials' 'british police' 'market' '20']"
"","https://www.washingtonpost.com/investigations/how-a-shadow-universe-of-charities-joined-with-political-warriors-to-fuel-trumps-rise/2017/06/03/ff5626ac-3a77-11e7-a058-ddbb23c75d82_story.html","2017-06-04T12:25:07-04:00","Special Report: How a ‘shadow’ network aided Donald Trump’s rise to power","59343484cd4d74470a0000bb","Long before Trump promised to build a wall ban Muslims and abandon the Paris climate accord David Horowitz used his tax-exempt Freedom Center to rail against illegal immigrants the spread of Islam and global warming. ","The Washington Post","['darkness' '1988' 'global warming' 'muslims' 'upend' 'political warriors' 'cultivate' 'shadow’ network' 'wall ban' 'paris' 'freedom center' 'rail' 'formation' 'democracy dies' 'tax-exempt freedom center' 'generation' 'illegal immigrants' 'islam' 'establishment' 'climate accord' 'trump' 'david horowitz' 'power' 'abandon' 'donald trump’s']"
"","https://www.washingtonpost.com/news/post-politics/wp/2017/06/05/white-house-trump-will-not-try-to-stop-james-comey-testimony-by-asserting-executive-privilege/","2017-06-05T14:36:57-04:00","News Alert: Trump will not use executive privilege to block former FBI director James Comey from testifying","5935a4d9cd4d746e0300001a","However in order to facilitate a swift and thorough examination of the facts sought by the Senate Intelligence Committee President Trump will not assert executive privilege regarding James Comey's scheduled testimony.","The Washington Post","['intelligence' 'executive privilege' 'democracy dies' agency's investigation 'thorough examination' 'alert trump' 'facilitate' 'fbi director' 'intelligence committee' 'however' 'attempt' comey's 'well-established' 'white house' 'facts' 'power' 'possible ties' 'statement' 'comey' 'trump' 'campaign' 'senate' 'committee' james comey's 'russia' 'james comey' 'assert executive privilege' 'darkness' 'order' 'testimony']"
"","https://www.washingtonpost.com/news/energy-environment/wp/2017/06/05/post-abc-poll-nearly-6-in-10-oppose-trump-scrapping-paris-agreement/","2017-06-05T15:15:22-04:00","News Alert: Poll: Most Americans oppose Trump's decision to scrap Paris climate plan and think it will hurt U.S. leadership globally","5935ade5cd4d746e0300001c","News Alert: Poll: Most Americans oppose Trump's decision to scrap Paris climate plan and think it will hurt U.S. leadership globally","The Washington Post","['28' '6' 'climate plan' 'hurt' '10' 'move' 'paris' 'climate agreement' 'alert poll' '2-to-1 margin' 'u.s.' 'leadership' 'washington post-abc' 'democracy dies' 'scrap' 'decision' 'decision outpaces support' 'broad skepticism' 'argument' '59' 'darkness' 'news poll' 'economy' 'support' 'agreement' 'survey' trump's]"
"","http://link.washingtonpost.com/click/9775436.59700/aHR0cHM6Ly93d3cud2FzaGluZ3RvbnBvc3QuY29tL25ld3MvdGhlLXN3aXRjaC93cC8yMDE3LzA2LzA1L2FwcGxlLXd3ZGMtMjAxNy11cGRhdGVzLWFuZC1uZXctcHJvZHVjdHMvP3V0bV90ZXJtPS5jZGQ2YmU1NTEzMzYmd3Bpc3JjPWFsX2FsZXJ0LUNPTUJPLWVjb24lMjUyQnRlY2gmd3Btaz0x/5483d29a3b35d04b478bfcadCd332a3f5","2017-06-05T15:49:33-04:00","Technology Alert: Apple introduces its HomePod to compete against Google Home Amazon Echo","5935b5d9cd4d746e0300001d","The smart speaker is designed to compete with the Google Home and Amazon’s Echo line and will  respond to voice commands using Apple’s voice assistant Siri. ","The Washington Post","['music services' 'technology' 'amazon’s echo' 'smart home appliances' 'voice commands' 'google home amazon echo' 'messages' 'democracy dies' 'annual developers conference' 'darkness' '349' 'google' 'apple' 'introduces' 'siri' 'smart speaker' 'line' 'apple’s' 'alert apple' 'homepod' 'voice assistant' 'hub']"
"","https://www.washingtonpost.com/news/business/wp/2017/06/06/uber-fires-more-than-20-employees-as-part-of-sexual-harassment-investigation/","2017-06-06T14:45:56-04:00","Economy/Business Alert: Uber fires more than 20 employees as part of sexual harassment investigation","5936f86acd4d746e03000043","The popular ride-hailing company has fired more than 20 employees in recent weeks as part of a wide-ranging investigation of the climate and culture at the firm said a person familiar with the action. ","The Washington Post","['wide-ranging investigation' 'broader sexual harassment investigation' 'climate' 'silicon valley’s' 'perkins coie' '20' 'regulatory scrutiny' 'recent weeks' 'image' 'culture' 'software' 'person' 'firm' 'criminal investigation' 'together' 'one' 'part' 'probes' 'justice department' 'firings' 'action' 'series' 'allegations' 'taken' 'law firm' 'companies' 'economybusiness alert uber' 'uber' 'attorney' 'misconduct' 'sexual harassment investigation' 'company' 'employees']"
"","https://www.washingtonpost.com/world/national-security/top-intelligence-official-told-associates-trump-asked-him-if-he-could-intervene-with-comey-to-get-fbi-to-back-off-flynn/2017/06/06/cc879f14-4ace-11e7-9669-250d0b15f83b_story.html","2017-06-06T20:12:21-04:00","News Alert: Top intelligence official told associates Trump asked him if he could intervene with Comey to get FBI to back off Flynn","593744eecd4d743343000004","Director of National Intelligence Daniel Coats told associates in March that President Trump asked him to intervene with then-FBI Director James B. Comey to get the bureau to back off its attention on former national security adviser Michael Flynn in its Russia probe according to officials. ","The Washington Post","['bureau’s probe' 'pressure' 'james b. comey' 'associates' 'michael flynn' 'existence' 'fbi' 'curtail' 'comey' 'events' 'flynn' 'interaction' 'russia' 'show' 'officials' 'trump' 'election' 'national security adviser' 'darkness' 'director' 'evidence' 'democracy dies' 'enlist top officials' '2016' 'attention' 'intelligence officials' 'collusion' 'probe' 'bureau' 'intelligence daniel coats' 'intelligence' 'then-fbi director' 'coats' 'alert top']"
"","https://www.washingtonpost.com/news/post-politics/wp/2017/06/06/attorney-general-jeff-sessions-offered-to-resign-after-tensions-grew-with-trump-two-people-close-to-white-house-said/","2017-06-06T21:12:45-04:00","News Alert: Attorney General Jeff Sessions offered to resign after tensions grew with Trump two people close to White House said","5937531bcd4d743343000005","It is unclear when Sessions offered to resign but the moment was brief and Sessions made his offer as a suggestion after weeks of frustration according to two people close to the White House who requested anonymity to speak candidly. ","The Washington Post","['2016' 'sessions' 'resign' 'white house' 'unclear' 'investigation' 'weeks' 'suggestion' 'anonymity' 'darkness' 'interference' 'frustration' 'jeff sessions' 'election' 'tensions' 'relationship' 'moment' 'candidly' 'russian' 'attorney' 'trump' 'democracy dies' 'deterioration']"
"","https://www.washingtonpost.com/world/rare-double-attacks-hits-irans-capital/2017/06/07/d9f101c2-4b50-11e7-9669-250d0b15f83b_story.html","2017-06-07T06:20:41-04:00","News Alert: Islamic State claims responsibility for two deadly attacks in Iranian capital its first major assault in the country","5937d387cd4d743343000015","The Islamic State group’s media arm Amaq claimed responsibility however the group is often quick to take ownership of spectacular assaults without providing any evidence. ","The Washington Post","['proven' 'democracy dies' 'group' 'parliament' 'iranian' 'ownership' 'major attack' 'iran' 'state group’s media arm' 'responsibility however' 'darkness' 'capital' 'major assault' 'islamic republic’s' 'islamic' 'country' 'evidence' 'attacks' 'tomb' 'founder' 'officials' 'amaq' group's 'spectacular assaults' 'alert islamic' 'state claims responsibility' 'ayatollah khomeini' '30']"
"","https://www.washingtonpost.com/news/post-politics/wp/2017/06/07/trump-to-nominate-christopher-a-wray-as-fbi-director/","2017-06-07T08:16:17-04:00","News Alert: Trump to nominate Christopher A. Wray as FBI director","5937eea8cd4d743343000021","In 2003 Wray was nominated by President George W. Bush as assistant attorney general in charge of the criminal division and served in that position for about two years according to the Justice Department website. ","The Washington Post","['trump' 'democracy dies' 'chris christie’s' '2003' 'jersey' 'top justice department' 'christopher a. wray' 'george w. bush' 'personal lawyer' 'impeccable credentials' 'alert trump' 'nominate' 'assistant attorney general' 'james comey' 'criminal division' 'christopher' 'justice department website' 'position' '9 president' 'fbi director' 'wray' 'darkness' 'tweet' 'charge' 'gov' 'a man']"
"","https://www.washingtonpost.com/politics/trump-furious-and-frustrated-will-join-allies-in-attacking-comey-testimony/2017/06/06/171e6d00-4acf-11e7-9669-250d0b15f83b_story.html","2017-06-07T09:42:54-04:00","Trending Now: President Trump — frustrated and defiant — has been spoiling for a fight with the FBI chief he fired his confidants say","593802f5cd4d743343000027","Ever since FBI Director James B. Comey launched an expanding Russia investigation Trump has been consumed haunted and antagonized by thoughts of Comey slamming the probe as a “witch hunt.” On Thursday Comey will have a nationally televised platform during a Senate Intelligence Committee hearing where some predict he will repudiate the president. ","The Washington Post","['platform' 'trending now' 'repudiate' 'intelligence' 'defiant —' 'privately' 'thursday comey' 'russia' 'fight' 'committee hearing' 'trump' 'president’s lawyers' 'senate' 'thoughts' '—' 'confidants' 'witch hunt' 'worst-case scenario' 'james b. comey' 'fbi director' 'engaging' 'investigation' 'comey' 'aides' 'fbi chief' 'ever' 'consumed']"
"","https://www.washingtonpost.com/news/post-politics/wp/2017/06/07/nsa-director-rogers-and-intelligence-director-coats-say-they-will-not-discuss-specifics-of-private-conversations-with-trump/","2017-06-07T11:15:25-04:00","News Alert: NSA director Rogers and intelligence director Coats say they will not discuss specifics of private conversations with Trump","593818a3cd4d74334300002d","Coats also told associates that Trump asked if he could intervene with then-FBI Director James B. Comey to get the bureau to back off its focus on former national security adviser Michael Flynn in its Russia probe according to officials. ","The Washington Post","['committee' 'national security adviser' 'then-fbi director' 'trump' 'democracy dies' 'mike rogers' 'senate' 'darkness' '2016' 'specifics' 'coats' 'intelligence director' 'focus' 'existence' 'probe' 'director' 'rogers' 'alert nsa' 'bureau' 'coordination' 'intelligence' 'officials' 'election' 'james b. comey' 'daniel coats' 'associates' 'michael flynn' 'russia' 'private conversations' 'evidence']"
"","https://www.washingtonpost.com/world/national-security/i-expect-loyalty-trump-told-comey-according-to-written-testimony/2017/06/07/46413298-4bab-11e7-a186-60c031eab644_story.html","2017-06-07T14:11:57-04:00","News Alert: Trump to Comey: ‘I need loyalty I expect loyalty’ according to prepared remarks from the former FBI director’s testimony for Thursday","593841fbcd4d743343000032","James Comey will also say that the president asked the FBI to drop any investigation of former national security adviser Michael Flynn in connection to his false statements about conversations with the Russian ambassador to the United States. ","The Washington Post","['james comey' 'fbi director’s testimony' 'darkness' 'democracy dies' 'remarks' 'comey' 'michael flynn' 'loyalty' 'national security adviser' 'russian ambassador' 'conversations' 'connection' 'investigation' 'alert trump' 'false statements' 'i need loyalty' 'concerning' 'states' 'fbi']"
"","https://www.washingtonpost.com/politics/2017/live-updates/trump-white-house/james-comey-testimony-what-we-learn/","2017-06-08T09:46:44-04:00","News Alert: Watch live: Former FBI director James Comey to testify before senators on his conversations with President Trump","5939555fcd4d743343000047","News Alert: Watch live: Former FBI director James Comey to testify before senators on his conversations with President Trump","The Washington Post","['james comey' 'trump' 'senators' 'fbi director' 'darkness' 'conversations' 'alert watch' 'democracy dies']"
"","https://www.washingtonpost.com/world/national-security/comey-testimony-trump-senate-hearing/2017/06/07/afadf87c-4bd0-11e7-bc1b-fddbd8359dee_story.html","2017-06-08T10:41:26-04:00","News Alert: James Comey tells Senate that the Trump administration ‘defamed’ him and the FBI","59396220cd4d743343000052","The former FBI director who was fired by the president last month said White House claims that the FBI was in disarray were “lies.” Comey said President Trump’s shifting explanations on his firing “confused” and “increasingly concerned him.","The Washington Post","['trump’s' 'fbi director' 'darkness' 'administration ‘defamed' 'senate' 'disarray' 'trump' 'confused' 'concerned him' 'lies' 'comey' 'white house claims' 'explanations' 'democracy dies' 'alert james comey' 'fbi']"
"","https://www.washingtonpost.com/politics/2017/live-updates/trump-white-house/james-comey-testimony-what-we-learn/comey-says-he-was-concerned-trump-might-lie-about-january-meeting/","2017-06-08T11:05:59-04:00","News Alert: Comey testified he kept notes of conversations with Trump because he was concerned the president 'might lie about the nature of that meeting'","593967e8cd4d74334300005c","News Alert: Comey testified he kept notes of conversations with Trump because he was concerned the president 'might lie about the nature of that meeting'","The Washington Post","['conversation' 'barack obama' 'trump' 'concerned' 'didn’t document' 'alert comey' 'democracy dies' 'misrepresent' president 'might lie 'nature' 'conversations' 'meeting' 'private meetings' 'darkness' 'fbi director' 'testimony']"
"","https://www.washingtonpost.com/world/national-security/comey-testimony-trump-senate-hearing/2017/06/07/afadf87c-4bd0-11e7-bc1b-fddbd8359dee_story.html","2017-06-08T11:43:02-04:00","News Alert: Comey said he orchestrated a leak of his Trump meeting notes in hopes it would lead to appointment of a special counsel","5939709ccd4d743343000063","Former FBI director James B. Comey testified he helped reveal details of his private conversations with President Trump because he thought doing so would spur the appointment of a special counsel to investigate the administration — a remarkable admission showing the degree of concern he had about both Russian interference with U.S. politics and his doubts about the Justice Department’s ability to probe such activity. ","The Washington Post","['private conversations' 'special counsel' 'appointment' 'administration —' 'justice' 'ability' 'russian interference' 'department’s' 'u.s.' 'remarkable admission' 'james b. comey' 'doubts' 'spur' 'fbi director' 'trump' 'democracy dies' 'concern' 'darkness' 'leak' 'details' 'meeting' 'alert comey' 'degree' 'such activity']"
"","https://www.washingtonpost.com/world/national-security/james-b-comey-lays-out-the-case-that-president-trump-obstructed-justice/2017/06/08/e7f49a42-4c4d-11e7-bc1b-fddbd8359dee_story.html","2017-06-08T13:28:04-04:00","News Alert: In a remarkable hearing James Comey laid out the case that President Trump obstructed justice. Here's our analysis. ","59398931cd4d74334300006d","While Comey did not explicitly draw legal conclusions he said Trump’s request to terminate the investigation into former national security adviser Michael Flynn left him “stunned” and senior FBI officials considered it to be of “investigative interest.” Democracy Dies in Darkness. ","The Washington Post","['analysis' 'remarkable hearing' 'senate' 'intelligence committee' 'investigative interest' 'investigation' 'bureau' 'director' 'request' 'trump’s' 'trump' 'darkness' 'senior leaders' 'matter' 'comey' 'michael flynn' 'fbi director' 'james comey' 'democracy dies' 'national security adviser' 'justice' 'senior fbi officials' 'testimony' 'legal conclusions' 'stunned']"
"","https://www.washingtonpost.com/news/wonk/wp/2017/06/08/house-to-vote-on-sweeping-rollback-of-banking-rules/","2017-06-08T16:47:30-04:00","News Alert: House votes to roll back Wall Street rules and reduce oversight put in place after 2008 financial crisis","5939b803cd4d743343000075","Among other measures the bill would weaken the Consumer Financial Protection Bureau and dismantle its powers to penalize errant institutions as it did when it fined Wells Fargo $100 million for opening accounts without customers' permission. ","The Washington Post","['senate' 'democracy dies' 'darkness' 'oversight' 'financial protection' 'industry' 'place' 'legislation' 'bureau' 'street rules' 'deregulate' 'battle' '2008' 'resistance' 'accounts' 'measures' 'party lines' 'penalize errant institutions' '100' 'wall' 'dismantle' 'consumer' 'wells fargo' 'bill' 'opening salvo' 'house votes' 'financial crisis' customers' permission]"
"","https://www.washingtonpost.com/world/europe/britain-votes-in-election-torn-between-terrorism-worries-and-brexit-strategies/2017/06/08/5f080504-4aed-11e7-987c-42ab5745db2e_story.html","2017-06-08T17:16:40-04:00","News Alert: British exit polls reveal a surprisingly close contest raising the possibility Theresa May will struggle to remain prime minister","5939bed3cd4d74334300007c","The results suggest a campaign that began with predictions of a May landslide could end with her struggling to hold onto the keys to Downing Street. ","The Washington Post","['mass-casualty terrorist attacks' 'keys' 'contest raising' 'expectations' 'darkness' 'results' 'possibility' 'predictions' 'british exit polls' 'jeremy corbyn' 'theresa may' 'landslide' 'turbulent campaign' 'campaign' 'election' 'performance' 'downing street' 'prime minister' 'democracy dies' 'struggle']"
"","https://www.washingtonpost.com/world/europe/britain-votes-in-election-torn-between-terrorism-worries-and-brexit-strategies/2017/06/08/5f080504-4aed-11e7-987c-42ab5745db2e_story.html","2017-06-08T22:40:17-04:00","World Alert: Jeremy Corbyn calls on British Prime Minister Theresa May to resign as election results show losses for her Conservative Party","593a0ab0cd4d743343000085","World Alert: Jeremy Corbyn calls on British Prime Minister Theresa May to resign as election results show losses for her Conservative Party","The Washington Post","['minister' 'theresa may' 'austerity politics' 'darkness' 'party leader' 'show' 'majority' 'labour' 'party' 'stay' 'partial' 'country “needs' 'resign' 'election results' 'democracy dies' 'seats' 'prime minister' 'voters' 'period' 'aside' 'parliament' 'may’s conservatives' 'forecasts' 'stability' 'enough' 'world' 'losses' 'conservative' 'exit poll results' 'prime' 'calls' 'alert jeremy corbyn']"
"","https://www.washingtonpost.com/world/europe/britain-votes-in-election-torn-between-terrorism-worries-and-brexit-strategies/2017/06/08/5f080504-4aed-11e7-987c-42ab5745db2e_story.html","2017-06-09T01:15:42-04:00","News Alert: Britain's Conservative Party loses its majority in Parliament amid calls for Theresa May to resign","593a2f02cd4d74334300008c","News Alert: Britain's Conservative Party loses its majority in Parliament amid calls for Theresa May to resign","The Washington Post","['conservatives' 'result' 'parliament' 'election' 'narrow majority' 'democracy dies' 'theresa may' 'vote' 'party' 'britain’s' 'resign' 'majority' 'prime minister' 'conservative' 'disastrous outcome' 'final results' 'darkness' 'calls' 'demands']"
